group,number_in_group,home_planet,cryo_sleep,deck,num_in_cabin,side,destination,age,vip,room_service,food_court,shopping_mall,spa,vr_deck,total_spending,transported
4758,1,Earth,False,F,966,P,TRAPPIST-1e,44.0,False,248.0,0.0,0.0,0.0,623.0,871.0,0
4759,1,Earth,False,F,897,S,TRAPPIST-1e,25.0,False,0.0,3.0,23.0,693.0,0.0,719.0,0
4762,1,Mars,True,F,968,P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4763,1,Mars,False,F,969,P,TRAPPIST-1e,29.0,False,298.0,0.0,888.0,5.0,0.0,1191.0,1
4764,1,Earth,False,E,308,S,TRAPPIST-1e,22.0,False,0.0,669.0,121.0,0.0,56.0,846.0,1
4769,1,Earth,True,G,776,S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4770,1,Earth,False,F,900,S,55 Cancri e,22.0,False,0.0,509.0,2.0,8.0,74.0,593.0,1
4770,2,Earth,True,F,900,S,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4772,1,Earth,False,F,971,P,55 Cancri e,22.0,False,256.0,0.0,0.0,0.0,373.0,629.0,0
4774,1,Mars,True,F,972,P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4774,2,Mars,True,F,972,P,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4774,3,Mars,False,F,972,P,TRAPPIST-1e,34.0,False,2130.0,0.0,1.0,1.0,0.0,2132.0,0
4774,4,Mars,True,F,972,P,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4775,1,Earth,False,G,778,S,TRAPPIST-1e,22.0,False,123.0,1.0,660.0,0.0,0.0,784.0,1
4777,1,Earth,True,G,779,S,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4778,1,Europa,False,A,58,S,TRAPPIST-1e,31.0,False,588.0,1261.0,0.0,228.0,6.0,2083.0,0
4780,1,Mars,False,E,309,S,TRAPPIST-1e,20.0,False,845.0,0.0,46.0,123.0,0.0,1014.0,0
4780,2,Mars,True,E,309,S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4782,2,Europa,False,C,189,S,TRAPPIST-1e,53.0,False,50.0,11552.0,0.0,2998.0,4334.0,18934.0,0
4782,3,Europa,False,C,189,S,55 Cancri e,32.0,False,0.0,225.0,0.0,3873.0,240.0,4338.0,0
4782,5,Europa,False,C,189,S,55 Cancri e,48.0,False,0.0,342.0,929.0,10887.0,0.0,12158.0,0
4783,1,Europa,False,A,43,P,TRAPPIST-1e,37.0,False,223.0,9495.0,0.0,1318.0,1866.0,12902.0,1
4784,1,Mars,True,F,903,S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4786,1,Europa,True,B,160,P,TRAPPIST-1e,46.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1
4788,1,Earth,False,F,904,S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,778.0,0.0,778.0,0
4791,1,Earth,False,G,781,S,TRAPPIST-1e,43.0,False,63.0,1339.0,9.0,253.0,42.0,1706.0,1
4792,1,Earth,True,G,782,S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4793,1,Europa,False,E,310,S,55 Cancri e,36.0,False,13.0,1480.0,1.0,1439.0,1955.0,4888.0,0
4793,2,Europa,False,E,310,S,TRAPPIST-1e,20.0,False,0.0,1131.0,3783.0,161.0,0.0,5075.0,1
4794,1,Earth,False,F,974,P,TRAPPIST-1e,63.0,False,0.0,104.0,0.0,599.0,0.0,703.0,0
4795,1,Earth,False,F,905,S,TRAPPIST-1e,50.0,False,138.0,706.0,0.0,18.0,40.0,902.0,1
4797,1,Earth,True,G,783,S,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4798,1,Mars,True,F,975,P,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4803,1,Earth,False,F,977,P,TRAPPIST-1e,55.0,False,1028.0,18.0,0.0,0.0,0.0,1046.0,0
4804,1,Earth,False,F,906,S,TRAPPIST-1e,18.0,False,211.0,594.0,2.0,493.0,62.0,1362.0,1
4807,1,Earth,False,G,776,P,TRAPPIST-1e,44.0,False,22.0,1.0,0.0,864.0,0.0,887.0,0
4813,1,Europa,False,C,190,S,55 Cancri e,49.0,False,0.0,7762.0,2.0,0.0,98.0,7862.0,1
4814,1,Earth,True,G,788,S,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4815,1,Earth,False,F,907,S,55 Cancri e,21.0,False,564.0,9.0,0.0,0.0,30.0,603.0,1
4817,1,Mars,False,F,979,P,TRAPPIST-1e,26.0,False,17.0,0.0,746.0,394.0,0.0,1157.0,0
4818,1,Mars,False,D,150,S,TRAPPIST-1e,65.0,False,588.0,196.0,272.0,0.0,0.0,1056.0,1
4819,1,Mars,True,F,980,P,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4822,1,Mars,True,F,981,P,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4822,2,Mars,True,F,981,P,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4830,1,Earth,False,F,983,P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,19.0,785.0,804.0,0
4831,1,Mars,True,F,984,P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4838,1,Earth,False,F,913,S,TRAPPIST-1e,52.0,False,1.0,13.0,3.0,0.0,700.0,717.0,0
4841,1,Europa,True,B,192,S,55 Cancri e,59.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4841,2,Europa,False,B,192,S,TRAPPIST-1e,21.0,False,12.0,1855.0,0.0,1381.0,358.0,3606.0,0
4841,3,Europa,False,B,192,S,TRAPPIST-1e,25.0,False,21.0,2148.0,0.0,1966.0,12708.0,16843.0,0
4842,1,Mars,False,D,152,S,TRAPPIST-1e,23.0,False,2260.0,0.0,152.0,106.0,60.0,2578.0,0
4845,1,Europa,True,E,302,P,55 Cancri e,36.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4846,1,Earth,False,E,314,S,TRAPPIST-1e,38.0,False,161.0,3.0,0.0,624.0,0.0,788.0,0
4847,1,Earth,False,F,917,S,TRAPPIST-1e,19.0,False,0.0,0.0,699.0,18.0,86.0,803.0,1
4848,1,Earth,False,F,986,P,TRAPPIST-1e,30.0,False,148.0,0.0,0.0,619.0,34.0,801.0,1
4850,1,Earth,False,G,792,S,TRAPPIST-1e,23.0,False,14.0,0.0,437.0,103.0,333.0,887.0,1
4850,2,Earth,False,G,792,S,TRAPPIST-1e,55.0,False,330.0,114.0,0.0,2.0,0.0,446.0,1
4853,1,Europa,False,C,153,P,TRAPPIST-1e,30.0,False,4531.0,212.0,10.0,157.0,12.0,4922.0,0
4856,1,Earth,False,F,920,S,TRAPPIST-1e,39.0,False,12.0,8.0,0.0,4.0,753.0,777.0,1
4862,1,Earth,False,G,783,P,TRAPPIST-1e,24.0,False,0.0,871.0,17.0,0.0,0.0,888.0,0
4866,1,Earth,False,F,922,S,TRAPPIST-1e,17.0,False,0.0,0.0,1875.0,142.0,2.0,2019.0,1
4868,1,Earth,False,E,304,P,TRAPPIST-1e,17.0,False,0.0,775.0,0.0,13.0,0.0,788.0,1
4871,1,Earth,False,F,990,P,PSO J318.5-22,13.0,False,0.0,611.0,0.0,0.0,0.0,611.0,0
4873,1,Europa,False,C,191,S,55 Cancri e,35.0,False,0.0,1135.0,0.0,0.0,3880.0,5015.0,1
4874,1,Mars,False,F,925,S,TRAPPIST-1e,32.0,False,654.0,0.0,655.0,0.0,0.0,1309.0,1
4874,2,Mars,True,F,925,S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4875,1,Earth,False,F,926,S,TRAPPIST-1e,21.0,False,529.0,8.0,89.0,21.0,0.0,647.0,1
4876,1,Mars,False,F,927,S,TRAPPIST-1e,25.0,False,750.0,0.0,109.0,368.0,0.0,1227.0,0
4878,1,Mars,False,F,929,S,TRAPPIST-1e,36.0,False,108.0,0.0,941.0,861.0,0.0,1910.0,0
4879,1,Earth,False,G,786,P,TRAPPIST-1e,20.0,False,362.0,0.0,31.0,12.0,483.0,888.0,0
4880,1,Earth,False,G,787,P,55 Cancri e,22.0,False,126.0,3.0,0.0,1305.0,0.0,1434.0,0
4881,1,Mars,True,E,315,S,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4884,1,Mars,True,E,316,S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
4885,1,Mars,False,F,930,S,TRAPPIST-1e,21.0,False,74.0,0.0,713.0,0.0,502.0,1289.0,1
4887,1,Earth,False,F,991,P,TRAPPIST-1e,20.0,False,0.0,254.0,868.0,405.0,0.0,1527.0,1
4888,1,Europa,True,C,192,S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4889,1,Earth,False,G,794,S,PSO J318.5-22,57.0,False,274.0,8.0,0.0,19.0,466.0,767.0,0
4890,1,Earth,False,G,795,S,55 Cancri e,10.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4891,1,Europa,True,B,194,S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4891,2,Europa,True,B,194,S,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4893,1,Earth,True,G,797,S,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4895,1,Earth,True,G,789,P,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4897,1,Earth,False,F,993,P,TRAPPIST-1e,18.0,False,0.0,0.0,31.0,2121.0,0.0,2152.0,0
4898,1,Earth,False,F,933,S,TRAPPIST-1e,28.0,False,647.0,1.0,32.0,71.0,140.0,891.0,1
4899,1,Earth,True,G,799,S,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4899,2,Earth,False,G,799,S,PSO J318.5-22,32.0,False,8.0,690.0,3.0,5.0,0.0,706.0,1
4900,1,Earth,False,F,994,P,PSO J318.5-22,35.0,False,0.0,0.0,2.0,672.0,10.0,684.0,0
4901,1,Earth,False,G,790,P,TRAPPIST-1e,52.0,False,0.0,837.0,1.0,2.0,8.0,848.0,0
4901,2,Earth,False,E,305,P,TRAPPIST-1e,34.0,False,695.0,25.0,276.0,0.0,0.0,996.0,0
4902,1,Earth,True,G,791,P,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
4903,1,Earth,False,F,995,P,55 Cancri e,23.0,False,62.0,0.0,0.0,1.0,2203.0,2266.0,0
4904,1,Earth,False,E,317,S,TRAPPIST-1e,44.0,False,2.0,0.0,0.0,788.0,0.0,790.0,0
4909,1,Earth,False,F,997,P,55 Cancri e,59.0,False,460.0,139.0,0.0,1.0,0.0,600.0,0
4910,1,Europa,False,E,306,P,TRAPPIST-1e,42.0,False,0.0,1330.0,0.0,2711.0,691.0,4732.0,0
4911,1,Earth,False,F,998,P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,702.0,0.0,702.0,0
4912,1,Mars,False,D,160,P,TRAPPIST-1e,29.0,False,3284.0,84.0,0.0,0.0,2.0,3370.0,0
4912,2,Mars,True,F,999,P,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4913,1,Mars,False,F,1000,P,TRAPPIST-1e,19.0,False,1301.0,0.0,31.0,1.0,0.0,1333.0,1
4915,1,Earth,True,G,793,P,PSO J318.5-22,49.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
4916,1,Mars,True,F,1001,P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4917,1,Europa,False,B,195,S,55 Cancri e,36.0,True,1.0,10029.0,1.0,1679.0,27.0,11737.0,1
4918,1,Earth,True,G,794,P,55 Cancri e,59.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4920,1,Earth,True,G,802,S,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4923,1,Mars,True,F,935,S,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4923,2,Mars,True,F,935,S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4923,3,Mars,False,F,935,S,TRAPPIST-1e,24.0,False,261.0,0.0,780.0,0.0,0.0,1041.0,1
4924,1,Mars,False,F,1002,P,55 Cancri e,31.0,False,725.0,0.0,747.0,0.0,0.0,1472.0,0
4925,1,Mars,False,F,936,S,TRAPPIST-1e,23.0,False,197.0,76.0,5635.0,7.0,0.0,5915.0,1
4927,1,Mars,False,F,937,S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4927,2,Mars,True,F,937,S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4927,3,Mars,False,F,937,S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4927,4,Mars,False,F,937,S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4929,1,Mars,True,F,1004,P,55 Cancri e,13.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4930,2,Europa,False,B,161,P,TRAPPIST-1e,51.0,False,0.0,3571.0,106.0,0.0,0.0,3677.0,1
4932,2,Mars,True,F,1005,P,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4933,1,Mars,False,F,938,S,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4933,3,Mars,False,F,938,S,TRAPPIST-1e,24.0,False,623.0,0.0,501.0,304.0,776.0,2204.0,0
4933,4,Mars,True,F,938,S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4934,1,Earth,False,F,1006,P,TRAPPIST-1e,31.0,False,210.0,20.0,0.0,1027.0,199.0,1456.0,0
4937,1,Earth,False,G,803,S,TRAPPIST-1e,34.0,False,1242.0,444.0,0.0,22.0,0.0,1708.0,0
4938,1,Earth,False,G,804,S,55 Cancri e,20.0,False,0.0,0.0,847.0,0.0,0.0,847.0,1
4939,1,Earth,False,F,1007,P,TRAPPIST-1e,19.0,False,0.0,2077.0,0.0,0.0,0.0,2077.0,1
4941,1,Mars,False,F,1008,P,TRAPPIST-1e,35.0,False,988.0,0.0,830.0,2.0,0.0,1820.0,0
4942,2,Earth,True,G,806,S,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4944,2,Europa,False,A,60,S,55 Cancri e,58.0,False,0.0,3448.0,0.0,737.0,2193.0,6378.0,0
4944,3,Europa,False,A,60,S,TRAPPIST-1e,56.0,False,153.0,1750.0,0.0,334.0,1539.0,3776.0,0
4945,1,Earth,True,G,798,P,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4946,1,Earth,True,G,799,P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
4950,1,Earth,True,G,800,P,PSO J318.5-22,39.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
4951,1,Mars,False,F,1010,P,TRAPPIST-1e,43.0,False,11.0,0.0,1297.0,38.0,0.0,1346.0,1
4952,1,Mars,True,F,939,S,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4956,1,Earth,True,G,809,S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4958,1,Earth,False,G,810,S,TRAPPIST-1e,32.0,False,0.0,235.0,0.0,474.0,0.0,709.0,0
4963,1,Earth,True,G,811,S,TRAPPIST-1e,61.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4964,1,Mars,False,D,154,S,TRAPPIST-1e,64.0,False,2147.0,0.0,191.0,59.0,0.0,2397.0,0
4970,1,Earth,False,F,943,S,PSO J318.5-22,26.0,False,0.0,9.0,0.0,0.0,1376.0,1385.0,0
4972,1,Europa,False,B,162,P,55 Cancri e,35.0,False,87.0,1719.0,2750.0,0.0,79.0,4635.0,1
4973,1,Earth,False,E,309,P,TRAPPIST-1e,43.0,False,957.0,0.0,1.0,0.0,39.0,997.0,0
4973,2,Earth,True,G,803,P,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4974,1,Europa,False,A,44,P,TRAPPIST-1e,56.0,False,0.0,10.0,0.0,9319.0,1225.0,10554.0,0
4975,1,Earth,True,G,813,S,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4975,2,Earth,False,G,813,S,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4975,3,Earth,True,G,813,S,PSO J318.5-22,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4977,1,Earth,False,F,945,S,TRAPPIST-1e,46.0,False,0.0,4.0,834.0,0.0,32.0,870.0,1
4977,2,Earth,False,F,945,S,TRAPPIST-1e,32.0,False,2756.0,125.0,9.0,0.0,103.0,2993.0,0
4979,1,Earth,True,G,804,P,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
4980,1,Earth,False,G,805,P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,882.0,0.0,882.0,0
4981,3,Earth,False,G,814,S,TRAPPIST-1e,24.0,False,530.0,0.0,0.0,0.0,179.0,709.0,0
4987,1,Earth,False,G,816,S,TRAPPIST-1e,21.0,False,36.0,162.0,0.0,588.0,0.0,786.0,1
4989,1,Earth,False,E,310,P,TRAPPIST-1e,38.0,False,0.0,1.0,0.0,786.0,0.0,787.0,0
4990,1,Europa,True,B,164,P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
4992,1,Earth,False,F,1018,P,PSO J318.5-22,22.0,False,479.0,34.0,0.0,29.0,4.0,546.0,0
4995,1,Earth,False,G,807,P,55 Cancri e,42.0,False,642.0,282.0,0.0,0.0,0.0,924.0,1
4997,1,Europa,True,C,156,P,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4998,1,Earth,True,G,818,S,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
4999,1,Earth,False,F,950,S,TRAPPIST-1e,30.0,False,1120.0,0.0,0.0,0.0,794.0,1914.0,0
5000,1,Earth,True,G,808,P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
5003,1,Earth,True,G,809,P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
5004,1,Europa,True,B,165,P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
5005,1,Earth,False,F,1019,P,TRAPPIST-1e,46.0,False,819.0,31.0,0.0,49.0,2.0,901.0,0
5006,1,Europa,True,B,166,P,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
5006,2,Europa,True,B,166,P,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
5006,3,Europa,False,B,166,P,TRAPPIST-1e,20.0,False,0.0,219.0,0.0,5.0,3283.0,3507.0,0
5007,1,Mars,False,F,951,S,TRAPPIST-1e,35.0,False,1337.0,49.0,57.0,0.0,0.0,1443.0,0
5008,1,Mars,True,F,952,S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
5010,1,Mars,False,F,1021,P,TRAPPIST-1e,26.0,True,1033.0,172.0,26.0,0.0,518.0,1749.0,0
5012,1,Earth,True,G,811,P,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
5013,1,Earth,False,F,953,S,TRAPPIST-1e,23.0,False,0.0,0.0,2102.0,0.0,0.0,2102.0,1
5014,2,Mars,True,F,1022,P,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
5015,1,Europa,False,C,194,S,55 Cancri e,35.0,False,54.0,493.0,12.0,6691.0,253.0,7503.0,0
5016,1,Mars,False,F,1023,P,TRAPPIST-1e,18.0,False,1092.0,31.0,309.0,0.0,0.0,1432.0,0
5017,1,Mars,True,F,954,S,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
5018,1,Earth,True,G,812,P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
5019,1,Earth,False,F,955,S,TRAPPIST-1e,15.0,False,0.0,0.0,19.0,352.0,326.0,697.0,0
5020,1,Earth,False,F,956,S,PSO J318.5-22,18.0,False,648.0,19.0,0.0,0.0,4.0,671.0,1
5021,1,Europa,False,B,167,P,TRAPPIST-1e,41.0,False,4.0,4619.0,0.0,251.0,213.0,5087.0,1
5023,1,Earth,False,G,813,P,55 Cancri e,36.0,False,0.0,0.0,0.0,474.0,12.0,486.0,0
5025,1,Earth,False,F,1024,P,TRAPPIST-1e,33.0,False,1042.0,50.0,0.0,9.0,0.0,1101.0,0
5027,1,Earth,False,E,321,S,55 Cancri e,41.0,False,4.0,737.0,0.0,51.0,0.0,792.0,0
5028,1,Europa,False,A,61,S,55 Cancri e,47.0,False,1904.0,18.0,0.0,89.0,4411.0,6422.0,0
5032,1,Europa,True,E,322,S,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
5034,1,Earth,False,G,824,S,TRAPPIST-1e,36.0,False,0.0,52.0,8.0,0.0,4160.0,4220.0,0
5035,1,Earth,True,G,825,S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
5036,1,Earth,True,G,814,P,PSO J318.5-22,34.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
5036,2,Earth,False,G,814,P,TRAPPIST-1e,24.0,False,5.0,1.0,7.0,0.0,895.0,908.0,0
5039,2,Mars,True,F,958,S,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
5039,3,Mars,False,F,958,S,TRAPPIST-1e,24.0,False,1157.0,0.0,0.0,131.0,0.0,1288.0,1
5039,4,Mars,False,F,958,S,TRAPPIST-1e,35.0,False,1307.0,0.0,0.0,2.0,0.0,1309.0,0
5040,1,Europa,False,C,195,S,TRAPPIST-1e,26.0,False,0.0,21.0,10424.0,1373.0,7218.0,19036.0,0
5040,2,Europa,False,C,195,S,55 Cancri e,39.0,False,10.0,199.0,0.0,6216.0,101.0,6526.0,0
5042,1,Earth,False,F,1026,P,TRAPPIST-1e,18.0,False,8.0,1.0,4.0,419.0,304.0,736.0,1
5044,1,Earth,False,G,826,S,TRAPPIST-1e,23.0,False,0.0,381.0,142.0,0.0,261.0,784.0,0
5050,1,Earth,False,F,1028,P,TRAPPIST-1e,31.0,False,433.0,111.0,238.0,86.0,0.0,868.0,0
5051,1,Mars,False,E,324,S,TRAPPIST-1e,49.0,False,1176.0,0.0,20.0,103.0,0.0,1299.0,0
5052,1,Mars,True,F,961,S,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
5057,1,Earth,True,G,816,P,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
5058,2,Mars,False,F,963,S,PSO J318.5-22,30.0,True,600.0,31.0,1.0,659.0,191.0,1482.0,0
5058,3,Mars,True,F,963,S,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
5059,1,Earth,False,F,1030,P,55 Cancri e,21.0,False,639.0,0.0,0.0,0.0,0.0,639.0,0
5060,1,Europa,True,C,157,P,55 Cancri e,41.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
5060,2,Europa,True,C,157,P,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
5060,3,Europa,False,C,157,P,55 Cancri e,27.0,False,0.0,867.0,0.0,20.0,1371.0,2258.0,0
5061,2,Europa,False,C,196,S,TRAPPIST-1e,54.0,False,0.0,8246.0,0.0,56.0,118.0,8420.0,1
5064,1,Europa,False,A,62,S,55 Cancri e,22.0,False,1961.0,82.0,0.0,3025.0,2406.0,7474.0,0
5067,1,Earth,False,F,964,S,55 Cancri e,36.0,False,0.0,1808.0,0.0,344.0,0.0,2152.0,1
5069,1,Earth,False,F,965,S,PSO J318.5-22,56.0,False,1309.0,0.0,69.0,1.0,0.0,1379.0,0
5072,1,Earth,False,G,817,P,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
5072,2,Earth,True,G,817,P,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
5073,1,Mars,True,F,1033,P,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
5074,1,Mars,False,F,967,S,TRAPPIST-1e,35.0,False,4608.0,0.0,926.0,382.0,0.0,5916.0,0
5076,1,Earth,False,G,818,P,TRAPPIST-1e,13.0,False,0.0,0.0,60.0,1.0,5147.0,5208.0,0
5083,1,Earth,True,G,820,P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
5084,1,Europa,True,E,315,P,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
5084,2,Europa,False,E,315,P,TRAPPIST-1e,32.0,False,8151.0,2052.0,1919.0,7352.0,754.0,20228.0,0
5085,1,Earth,False,F,970,S,TRAPPIST-1e,20.0,False,0.0,15.0,455.0,95.0,0.0,565.0,1
5088,1,Earth,False,F,972,S,55 Cancri e,22.0,False,0.0,0.0,0.0,1600.0,168.0,1768.0,1
5089,1,Europa,False,B,170,P,TRAPPIST-1e,39.0,False,3926.0,2030.0,0.0,1483.0,611.0,8050.0,0
5089,2,Europa,False,B,170,P,TRAPPIST-1e,19.0,False,0.0,3750.0,0.0,0.0,41.0,3791.0,1
5090,2,Earth,True,G,821,P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
5090,4,Earth,True,G,821,P,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
5090,5,Earth,False,E,316,P,PSO J318.5-22,32.0,False,793.0,0.0,0.0,0.0,0.0,793.0,0
5093,1,Europa,False,C,158,P,55 Cancri e,49.0,True,9.0,179.0,0.0,3.0,7865.0,8056.0,0
5095,1,Mars,True,F,1038,P,TRAPPIST-1e,61.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
5097,1,Earth,True,G,823,P,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
5097,2,Earth,False,G,823,P,TRAPPIST-1e,25.0,False,0.0,181.0,671.0,0.0,0.0,852.0,1
5097,3,Earth,False,F,1039,P,55 Cancri e,51.0,False,6.0,0.0,706.0,0.0,0.0,712.0,1
5103,1,Europa,True,E,317,P,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
5106,1,Earth,True,G,834,S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
5109,1,Earth,False,G,835,S,PSO J318.5-22,47.0,False,83.0,1.0,0.0,654.0,3.0,741.0,1
5111,1,Europa,False,B,171,P,TRAPPIST-1e,25.0,False,0.0,3.0,0.0,763.0,3541.0,4307.0,0
5111,2,Europa,False,B,171,P,TRAPPIST-1e,28.0,False,29.0,394.0,0.0,712.0,4360.0,5495.0,0
